Ticker,Sharpe Ratio
BHRB,1.4803479050031578
RCAT,1.1976606531239753
AAPL,1.158939277496346
BLFS,1.1214297479602566
NVO,1.105539200998738
MNST,1.0966117758000558
CODA,1.0738953411903887
HGBL,0.9937468522565459
BKNG,0.9861235089546595
CYTH,0.9348868981289662
SMTI,0.9241574841695983
USIO,0.9231326217309606
DHIL,0.9129684970483806
ILMN,0.8982486173397931
BRFS,0.8971224664590094
SBAC,0.8885951654874836
VRME,0.8827448979378515
BAP,0.8767431079002221
BCDA,0.8646637754278209
UVE,0.8478417859947934
INTZ,0.8441068632424097
NKE,0.8431742049289304
KRMD,0.840160102638775
IIIN,0.8229741523660045
ISRG,0.8217998907888344
ABEV,0.8212400533014251
MO,0.8123681035959569
GILD,0.810279169943128
CLB,0.8069946854833797
NATH,0.7960381736179025
AIRI,0.7945685839396758
VHC,0.7944456294009494
NXPL,0.7933073975424145
SRE,0.7830418379985634
CIB,0.7811376933579071
UHAL,0.7800443748882457
AXGN,0.7787583160269169
SCWO,0.7783940375419797
NEU,0.7747641054913362
DXPE,0.7710227933173728
TPL,0.7663445566854761
REGN,0.7658794221605479
MIDD,0.7635321979425167
BCPC,0.7550736965513092
TYL,0.7526059531174029
UAMY,0.7508099468141776
SAM,0.7490777181013112
ATRO,0.7456372198198095
BPT,0.7449837375931737
MLSS,0.74087149235124
EP,0.7395119922969259
PRGO,0.7358686387052911
CIG,0.7278376148188149
PHI,0.7271854667152426
CHD,0.7264731721500877
TJX,0.7209931901988006
MITK,0.7160876929654456
BTI,0.7144987017808273
LKQ,0.7088907164295596
VFC,0.7054186394369526
SHW,0.705190202118576
ASR,0.7038291343171623
CNI,0.7029973891189526
PRTG,0.7022585364746812
HCSG,0.7009654074407691
AMT,0.7008743164998447
OKE,0.6989838870421479
DENN,0.6967783968769856
HLIO,0.6958539821986405
AZZ,0.6946440263364729
CLH,0.694180649673093
CMI,0.6922161892375415
ARLP,0.6904054166945064
UNP,0.6896943838394344
DECK,0.6850699351722482
EW,0.6838931494969581
LNG,0.6796580614466151
GHM,0.6795057994125482
ENB,0.6786794809491277
CTRA,0.676236370564779
FTI,0.6753331594162765
CACC,0.6748032594308545
ORLY,0.6745859268790053
UTHR,0.6719308249350204
MRKR,0.6709870932583085
PSMT,0.6694488111318802
RRC,0.668585417522956
MLAB,0.6673409979089359
WAB,0.667094421679775
SEB,0.6670616770734964
PAA,0.6669503982643742
CPSH,0.666720475213461
SILC,0.6656462735956842
NFLX,0.6649630797114553
AME,0.6645647398669215
HNRG,0.6644842051569708
OII,0.6642044011588245
OHI,0.6598407118055576
DINO,0.659207088551812
EPD,0.65783289007373
WYY,0.6562242519276736
RIME,0.6523448494641848
ENSV,0.6519159078923301
FMX,0.6496366115933672
ODFL,0.6490615997087364
TRAK,0.647505882257449
BBD,0.6455725057598874
SR,0.6439917464445015
TTC,0.6439029870925727
MCK,0.6435555879942061
RES,0.6430029941246526
WYNN,0.6420602102700907
ACHC,0.6398207530093505
WCC,0.6391397295448465
NHTC,0.6370411137859786
CP,0.6365544481662131
UGP,0.6364263715228281
GEL,0.6360199134664348
FLS,0.6355311875907291
MCD,0.6354568431670606
TU,0.632564033159592
BMRN,0.6317480112483135
INCY,0.6312084196351516
BFH,0.6305439627072482
USLM,0.6279655623135173
HEI,0.627833287924625
WST,0.6274405913964065
GWW,0.6251664020845102
MTD,0.6235349362357359
INVX,0.6232159599069688
EQIX,0.6230262752785642
OPK,0.6229956862626601
DORM,0.6218027371979171
HURC,0.6217674952866049
BIIB,0.6209076946004789
HDB,0.6205454953802856
PII,0.6205361272498028
HUBG,0.6195599647506994
CMS,0.6174380279873796
SLGN,0.6173959490041752
ANDE,0.6154688584750474
FLUT,0.6154678254222911
LMT,0.6150785872314821
CALM,0.6129465949256928
BKE,0.6129139273865174
COR,0.6129020182758984
WMB,0.6123320500185581
EOG,0.6104686447985224
OZK,0.6103345697200656
AZO,0.6098556646503825
HRL,0.6097995896027725
NEOG,0.6091545380070894
ANSS,0.6082268167233892
DDD,0.6081454290035202
CTSH,0.6077588404640937
VRTX,0.6034522731689018
CSX,0.6024853452186067
BLK,0.6011930862622534
HSTM,0.6011363547663942
FMC,0.6003356387994565
VSEC,0.5989799201346634
IEP,0.5978521999611094
ROST,0.5977646099938426
RDNT,0.596672413886089
AYI,0.5955592825947713
CRWS,0.595328156001934
LFVN,0.5950379915374449
MXE,0.5949211167800559
GIII,0.5944472209511741
FC,0.5935193721281574
HQI,0.5934258220888791
DUK,0.5932647465012885
PZZA,0.5929537382475399
IDXX,0.5927430969109155
NTES,0.5920390262220996
SCCO,0.5895984417993289
SF,0.5892412309999498
GIL,0.5887571988068901
DVA,0.5886928324910827
NSC,0.5875042757912239
ROP,0.5872201854264115
RCI,0.5855680778765582
BN,0.5834215177999762
APH,0.5829470958378504
CCK,0.5824840507482364
FFIV,0.5819939971421122
MMS,0.5813735633727376
OSPN,0.5806537804008173
UGI,0.5804147891970651
BOOM,0.5774167497949263
WCN,0.5772430579824483
WEC,0.5762599479487305
ATNI,0.5749229984502559
CME,0.5739879990022134
NPO,0.5738157241386312
KEX,0.5728101017432607
GEO,0.5723018572760189
NOV,0.571848935217145
TSCO,0.5709678354229855
CNQ,0.5705011524596599
TISI,0.569903849209833
LECO,0.5695806987938166
JBHT,0.5690175227164151
JJSF,0.568707029803675
BHC,0.5673823019339835
CCI,0.5669350451322169
SHOO,0.5663459980032451
FIZZ,0.5659207101130016
FSTR,0.5658727170805004
PATK,0.564789907254846
EXPO,0.5645190668169401
CVS,0.5643595830498569
AXDX,0.5632332984442185
UFPT,0.562932152814206
SQM,0.5629241619928707
IONS,0.561528044650744
JACK,0.5614095603086896
TS,0.5613913296482627
ASML,0.5604989339777264
MSB,0.5600562628935656
CHE,0.5600326741513395
CM,0.5588740313353099
EPM,0.5584647687544262
GIB,0.5582664447714161
WSO,0.5579305827502813
ECL,0.5579284270709315
THRM,0.5569628609724911
CCEL,0.5558574042456019
SIF,0.5549795306540175
EMN,0.5548135925207645
WDC,0.5541831398794814
ALK,0.5536877212290269
SRCL,0.5531921305533207
PKOH,0.5530750833541539
TCX,0.5522374505511594
MEOH,0.5520431107048025
SNA,0.5517553231293826
PVH,0.5517300763032875
COST,0.5514421041178701
GME,0.5510166676805103
LTC,0.5508003400054089
NHI,0.5505797836754981
FCFS,0.5505546764258206
RDY,0.5505312672905368
DWSN,0.5503759248541538
EGAN,0.5494904011642117
AIFF,0.5490396084389256
MNRO,0.5484083674603923
ITUB,0.548370878806835
IT,0.5479460307429627
GPC,0.5469105057557387
HUM,0.5461153278801775
NEE,0.544693896736471
SBS,0.5440069627059473
DDS,0.5439909898551473
SKX,0.5439759522997667
OIS,0.5418090713599851
JLL,0.5418024371485557
HP,0.5409457405070334
PHX,0.5406328671557654
OGE,0.5404924844025154
ACGL,0.5402241470332768
DJCO,0.5398466547108546
IDR,0.5397924512774058
AVNT,0.5392817658184593
SOTK,0.5390604751388433
CECO,0.5390587785536743
BMRA,0.5388891722334699
TDY,0.5381778346935459
WWD,0.5369070576149252
LII,0.536095724777995
KOF,0.5351342091828055
RUSHA,0.5350977316796239
VMI,0.5348429127202337
SIM,0.5340638928573775
RL,0.5337651869517275
YUM,0.5334389920816569
BDX,0.5329363491214362
SSYS,0.5327629199893957
HOLX,0.5326584017524572
DAR,0.53155791171898
AAON,0.5310922492153591
TWI,0.5310031358076887
SYNA,0.5298947803606003
BMI,0.5289817305653276
ROL,0.5289402138340031
STZ,0.5279359596904389
NOC,0.527910044789702
TMO,0.5275092926724652
SWKS,0.5264924727462665
HQH,0.5262264068752454
CIGI,0.5260130479479871
AON,0.5257051405230345
PRAA,0.5240131034328549
HDSN,0.523378165723999
CPRT,0.5219655749183704
OTEX,0.5214043033563416
AMX,0.5210761059200023
MXF,0.5206785119685562
CLFD,0.5206466177553036
CNC,0.5203553046956328
SCI,0.5198903484922771
RMD,0.5194321542581721
TWIN,0.5191462804607971
IEX,0.518864274267618
DLTR,0.5182964715027119
GLNG,0.5174292993617521
BALL,0.516332925930816
AAP,0.5161149294654851
MOS,0.5160936829346323
OXY,0.5160478432146371
CVCO,0.515592289778578
TD,0.5148659004737062
MTN,0.5144468344889315
HXL,0.5144341581536886
PSA,0.5125229987506903
FDS,0.5123107709864513
SAFT,0.5122645159357235
LCTX,0.5118394854056444
AOS,0.5109682963140562
UNF,0.5085983756729383
XPO,0.5083929413691018
CXW,0.5083598838209585
ONIT,0.5083171487904321
ALX,0.5072211415132236
MLI,0.5070152206293834
SPTN,0.5069872780488274
ESLT,0.5068646773393843
CASY,0.5067161149426944
BBSI,0.5062851095457404
EQT,0.5058514526259054
CB,0.505753343554172
MYGN,0.5056550305708599
AEMD,0.5052476177223142
FLO,0.504582732062619
AIT,0.5035843473725391
BWA,0.5032149322257216
EXP,0.5027348717188763
PLX,0.5021474350546727
SPG,0.501668079251329
URI,0.5016118736981214
EIX,0.5015842247108246
LNT,0.5015130150663937
PKG,0.5009943310140537
BCH,0.4993009031785289
PPG,0.49921013792794505
SLNH,0.4988557140706038
EGY,0.49883995077920085
TRMB,0.4975419041748076
CRI,0.4974979327228437
PED,0.49688126514987435
GD,0.49674795232051633
PLUS,0.496673804388657
AMZN,0.49662188079426645
VLGEA,0.495981181235747
VTR,0.4959081704790469
VLO,0.49589193857168845
NDSN,0.49583388157802977
CVX,0.4955940415179318
ADSK,0.4953832312534777
RICK,0.49507688630319313
WHG,0.49425393516436555
RLI,0.49415133018594537
CSWC,0.4941079016964572
MANH,0.49373624920430187
JWN,0.4932357273027269
GBX,0.49312110357329125
CASS,0.4926029997004166
JCTC,0.49257900566904295
ASGN,0.4917366317950025
FOSL,0.49166749865383136
KR,0.4911714223575818
CI,0.4909982330005512
SBUX,0.4904489037034548
MPAA,0.48959498958789177
WKC,0.4892624948995188
D,0.48905182677160025
INGR,0.48720009282236826
LXU,0.48657062438889076
SKT,0.486508070279703
IOSP,0.4863414425634341
RY,0.4853879493710119
LIN,0.48408132989054065
PEGA,0.4839464966480357
ALB,0.4834157112550021
ANIK,0.4832465616318787
MD,0.48305496788577434
CVV,0.48270296636542753
HES,0.4826526449564256
NTCT,0.48217061258412014
STLD,0.481489136860512
GPUS,0.4814564558191685
FMS,0.48106013671501996
RPM,0.4808658185124719
WHLM,0.47983169299092876
CSV,0.47950768778723374
LHX,0.47900891881217145
CHH,0.4786769790478259
RUSHB,0.47771981175037764
AGX,0.47732711228339064
DTE,0.4761474565847171
DHR,0.47546149394752274
NUE,0.4753439326993729
DIS,0.4750682251621622
ATR,0.47458723883837234
MNDO,0.47388132294618346
ES,0.4738727840226499
ITT,0.4738644921166182
SMP,0.47377741401538787
COP,0.4733021991021649
HAIN,0.4731698676576194
ICLR,0.47302448300916017
ABG,0.4728736906406119
PNRG,0.47241730078262467
CVGW,0.47141917309540654
CNP,0.4713073705761531
PPC,0.47097553634877737
FRT,0.47087000495342407
NDAQ,0.4698699509237194
SSL,0.4696610961872293
IBN,0.4692139698169299
WRB,0.4690885288225813
ARWR,0.4689821314065435
SLP,0.468282732350839
AVB,0.46712398866430893
RGEN,0.4668428953717951
AE,0.466082103174051
AKAM,0.4656463859226647
HSIC,0.4651650357489665
XEL,0.4648695547197205
PTSI,0.46482180201025275
WINA,0.46449877046382126
TECH,0.463993550819868
SBR,0.4639065874216974
TRP,0.46373173627386216
TLK,0.4632949067882249
ESS,0.4632745331420686
ATO,0.46252965635944004
SGRP,0.462460122679731
GRC,0.4622460708745202
ADP,0.4619583952178708
SXT,0.4616727164130733
WKSP,0.4615129973323389
KMB,0.4612160844455137
HAL,0.4611779191492476
WPC,0.4609905908446873
AFG,0.46072915820480614
HON,0.46061494830696065
PENN,0.46029374842703213
SAIA,0.4588043494259692
GEOS,0.4587267247979752
BHP,0.4584035379429068
CHKP,0.45840048822430757
SWBI,0.45838160081769747
CRS,0.458220880469779
TRN,0.4578609792788389
VALE,0.4573357950146138
APWC,0.4573116572634553
PCAR,0.45686915396442335
EZPW,0.4566951575201524
ATI,0.45641343854970534
TROW,0.45608696098878077
CPK,0.4560600104711477
CHRW,0.4557982895553244
ELP,0.45568351328553
APOG,0.4548032428070961
LSTR,0.45463780945361576
WWW,0.4545915462563977
DSGX,0.45438621998351225
GF,0.4543368824271248
CMCO,0.45375318252227437
IFF,0.4533041863702081
EL,0.4532882585835496
NFG,0.45284761936341567
MRO,0.4528020224502647
SLB,0.45266545108086587
FAST,0.45149252590409955
AWH,0.45100808571907824
CMT,0.4501271258945906
KWR,0.4495962090104878
ACN,0.44927615608119714
WILC,0.44880944806213646
RS,0.44855932637793694
AGI,0.4485556484135436
WOR,0.4480181056639554
EME,0.4476130936802739
TKC,0.4472626988664707
HQL,0.4471068502279967
ALNT,0.44626173400812613
LMNR,0.44622412907216985
RDCM,0.44578446785071335
ROK,0.44550736399703
NGS,0.4451082610615692
SBGI,0.4450611224824334
CL,0.4450551140515469
MIND,0.4444595376805035
LSTA,0.44306615577376235
ETN,0.44207318371031
NVDA,0.44157139906949
FFIN,0.4413063104620745
MPU,0.4403397428574233
REX,0.44033531597942693
UHS,0.4402654657850679
LWAY,0.44023807133965487
IPA,0.4400098834137534
PH,0.4397748347684245
AZPN,0.4397420201946617
AXON,0.4394661102604654
TCBI,0.4391304214323757
FI,0.43865146973167213
PHT,0.4382074375089177
SHEN,0.43792314196365034
HWKN,0.43788170208703536
BNS,0.437823029960113
BEN,0.43760867207160126
LAD,0.43739983851073705
VHI,0.4373782565726808
TKR,0.43714989918723574
VRSN,0.43693165759514757
BKTI,0.4364925947606881
SBSI,0.43596761871433726
GTIM,0.4355578893001149
BXP,0.435555990245704
DEO,0.43544309678758625
DKS,0.4353148045377245
PTC,0.4352268246388436
BBWI,0.4351422277941703
NNN,0.4351305350192925
GGG,0.4349148120750886
UEIC,0.43454716946351796
ADM,0.4343054015605467
MKC,0.4340503782618524
BA,0.4336523912469637
NX,0.4335647277099543
APD,0.43287124899281554
NTIC,0.43285444838625126
MEI,0.4327699448652633
AKR,0.4326820663074261
O,0.432564067756097
ALRS,0.43207918625523556
IFN,0.43207569523969863
ALKS,0.4320042716083715
RGR,0.43198111207249035
LCII,0.4319223086885936
TSI,0.4317148326246426
YHGJ,0.4316685708745687
SWX,0.43146790886998254
AMG,0.43126423448399276
GCO,0.43122387757717406
DX,0.43066880926781836
KTCC,0.4305413077634091
SNEX,0.42994649380591
BLX,0.4298524714589538
WRLD,0.42976057633454573
SCL,0.4297493524638054
SGMO,0.4297425709834109
GIS,0.42973921547192373
GGB,0.4296532450775881
HIHO,0.4295527932406095
EGBN,0.42897888978806
CNX,0.4287253255434766
RMTI,0.42869711878128924
CPSS,0.4285732406719871
APDN,0.4282877551313129
PTY,0.4282120993800123
ACU,0.4279550131785189
MTW,0.4277880568741599
GPK,0.4275268814504203
MODV,0.4274443581189537
AWR,0.42742909547436636
PWR,0.4269831164442003
IMKTA,0.4268990371459901
GES,0.42659138687141046
TV,0.4258999601620679
BMY,0.42554920504820587
SNDA,0.425531240222411
BSAC,0.4251954042014788
CW,0.4250377074553503
AEP,0.4249950909082807
PAG,0.42455354511475907
PNR,0.4242294265671782
IMO,0.42391939204084694
NEON,0.42373937437264325
KO,0.4234120624776586
TGI,0.4233961861609398
NJR,0.4231992689092593
WELL,0.42309817878529943
INTU,0.42233416602956037
ASH,0.4222188581498917
PUK,0.4217203510650004
APTO,0.42110474308560686
FRD,0.42104350415668124
SM,0.42062403426538303
BDL,0.4200141938502231
FIS,0.41987105189846397
WIT,0.41905066988721007
UTMD,0.4187915813738587
UNH,0.4187594831544629
TNC,0.4185512644834953
RJF,0.41834557590576993
NI,0.4180539888126646
IMAX,0.4180250146376
EFX,0.41762403677566057
EXAS,0.4176191913832978
SLG,0.416200225197654
ZD,0.41593934300905666
GPN,0.4155525764160758
RBA,0.4154109123286288
ZEUS,0.41540948308486964
CZFS,0.41536843426428266
STX,0.4145179058737387
CNXN,0.41443827321296134
BRKR,0.4144064944434086
FLR,0.4142172076343708
FIX,0.4140503152020559
INFY,0.41394134919887593
CCU,0.41378380162121847
NEN,0.41369084427431696
FL,0.4127657827918977
BCE,0.41245198526410887
VIV,0.41221594732553407
TAP,0.4121983068002885
LNN,0.4118286012691777
DMLP,0.4118284133290326
MAR,0.41155865631640604
R,0.41105857998929846
ESP,0.41093189187641027
POCI,0.4107410900545054
GT,0.41056909237550454
ATSG,0.4105624284979198
SUI,0.4102506226601775
ACTG,0.4102288282717058
CLF,0.4101539983474466
CHSCP,0.4100974795922055
TZOO,0.4097362172146641
SWK,0.40971280092198514
IDA,0.4095570748919825
MSM,0.4095427456852469
TRNS,0.4094902970573404
BCLI,0.4092226695197285
NVS,0.4090954447869063
CHT,0.40842650313595513
COO,0.40819382707423535
EVRG,0.4079455908548398
NHC,0.4077912070775727
OSIS,0.4068484009563329
SID,0.40683641194131004
MDU,0.4066726724048171
MUX,0.40620098329909987
FRPH,0.4059591541198253
CATO,0.40530029543397367
HSY,0.4052961324394332
NICE,0.4048791795612277
BDC,0.4047690218969942
ARTW,0.40454703709528583
TECK,0.40450983792629674
SNFCA,0.4044797077586814
BAX,0.40388069304140617
SIG,0.4038140242762062
ANIX,0.4036267954085992
WAT,0.4034433851049036
ELV,0.4031071945580953
MCO,0.40304315774254373
CKX,0.4027811367796913
JNJ,0.40242912462233293
SJM,0.40200382374154714
HD,0.40184629059439797
XOM,0.401715530876913
IIF,0.40155781313493105
CAT,0.4013773880598708
STE,0.401139446984855
WULF,0.40106916128345604
TBRG,0.40078743553785334
SMID,0.40039072833833
TSM,0.4002487709447343
ELS,0.400003126510483
CSGP,0.39989763811146956
IHG,0.3997331527236213
BBAR,0.39966258890436146
CSL,0.399536142923576
CLRO,0.39934062838897216
PCH,0.3990533879345279
MTRN,0.3990111924922773
MAYS,0.39888463156301945
RYAAY,0.3988788966271621
JKHY,0.3985747019020829
DIT,0.3983882872565482
QDEL,0.3982599220136851
GATX,0.3981944449079377
ALV,0.3979484614754769
ODC,0.3977515730330147
ALTS,0.3976893270059209
SNGX,0.3975250597622468
CHDN,0.39715822381196403
CCEP,0.39707222548581234
ELA,0.3968972134136521
TAYD,0.39683858854829107
SHG,0.3968290837702165
GEF,0.3967275619931577
IVZ,0.39660834752539553
MGPI,0.39640258969419234
HUBB,0.3960895768703563
T,0.39554478625227973
RGCO,0.3954232424436742
NC,0.3952125311659126
USAP,0.3950802973797555
AIRT,0.3949392623645823
TRV,0.39485637865214723
MGRC,0.3947363819541181
MAA,0.39466459039038
